schedule_id,doctor_id,shift_date,shift_start,shift_end
SCH0096244,DOC0324,12/19/2024,14:00,20:00
SCH0096245,DOC0324,12/20/2024,14:00,20:00
SCH0096246,DOC0324,12/21/2024,14:00,20:00
SCH0096247,DOC0324,12/23/2024,8:00,14:00
SCH0096248,DOC0324,12/26/2024,8:00,14:00
SCH0096249,DOC0324,12/27/2024,8:00,14:00
SCH0096250,DOC0324,12/29/2024,8:00,14:00
SCH0096251,DOC0324,1/1/2025,8:00,14:00
SCH0096252,DOC0324,1/2/2025,14:00,20:00
SCH0096253,DOC0324,1/3/2025,20:00,8:00
SCH0096254,DOC0324,1/3/2025,8:00,14:00
SCH0096255,DOC0324,1/4/2025,14:00,20:00
SCH0096256,DOC0324,1/6/2025,8:00,14:00
SCH0096257,DOC0324,1/7/2025,14:00,20:00
SCH0096258,DOC0324,1/8/2025,8:00,14:00
SCH0096259,DOC0324,1/8/2025,14:00,20:00
SCH0096260,DOC0324,1/9/2025,8:00,14:00
SCH0096261,DOC0324,1/10/2025,14:00,20:00
SCH0096262,DOC0324,1/11/2025,14:00,20:00
SCH0096263,DOC0324,1/12/2025,14:00,20:00
SCH0096264,DOC0324,1/12/2025,8:00,14:00
SCH0096265,DOC0324,1/13/2025,20:00,8:00
SCH0096266,DOC0324,1/18/2025,8:00,14:00
SCH0096267,DOC0324,1/19/2025,8:00,14:00
SCH0096268,DOC0324,1/20/2025,8:00,14:00
SCH0096269,DOC0324,1/20/2025,20:00,8:00
SCH0096270,DOC0324,1/24/2025,20:00,8:00
SCH0096271,DOC0324,1/25/2025,8:00,14:00
SCH0096272,DOC0324,1/26/2025,8:00,14:00
SCH0096273,DOC0324,1/27/2025,20:00,8:00
SCH0096274,DOC0324,1/28/2025,20:00,8:00
SCH0096275,DOC0324,1/29/2025,20:00,8:00
SCH0096276,DOC0324,1/30/2025,20:00,8:00
SCH0096277,DOC0324,2/1/2025,14:00,20:00
SCH0096278,DOC0324,2/2/2025,14:00,20:00
SCH0096279,DOC0324,2/3/2025,8:00,14:00
SCH0096280,DOC0324,2/4/2025,20:00,8:00
SCH0096281,DOC0324,2/6/2025,14:00,20:00
SCH0096282,DOC0324,2/7/2025,20:00,8:00
SCH0096283,DOC0324,2/8/2025,14:00,20:00
SCH0096284,DOC0324,2/9/2025,14:00,20:00
SCH0096285,DOC0324,2/13/2025,14:00,20:00
SCH0096286,DOC0324,2/14/2025,8:00,14:00
SCH0096287,DOC0324,2/16/2025,8:00,14:00
SCH0096288,DOC0324,2/19/2025,8:00,14:00
SCH0096289,DOC0324,2/22/2025,14:00,20:00
SCH0096290,DOC0324,2/23/2025,8:00,14:00
SCH0096291,DOC0324,2/26/2025,8:00,14:00
SCH0096292,DOC0324,2/26/2025,20:00,8:00
SCH0096293,DOC0324,2/27/2025,20:00,8:00
SCH0096294,DOC0324,3/1/2025,20:00,8:00
SCH0096295,DOC0324,3/2/2025,8:00,14:00
SCH0096296,DOC0324,3/2/2025,14:00,20:00
SCH0096297,DOC0324,3/3/2025,14:00,20:00
SCH0096298,DOC0324,3/4/2025,14:00,20:00
SCH0096299,DOC0324,3/7/2025,14:00,20:00
SCH0096300,DOC0324,3/9/2025,14:00,20:00
SCH0096301,DOC0324,3/10/2025,8:00,14:00
SCH0096302,DOC0324,3/11/2025,8:00,14:00
SCH0096303,DOC0324,3/12/2025,8:00,14:00
SCH0096304,DOC0324,3/13/2025,20:00,8:00
SCH0096305,DOC0324,3/15/2025,14:00,20:00
SCH0096306,DOC0324,3/17/2025,20:00,8:00
SCH0096307,DOC0324,3/21/2025,8:00,14:00
SCH0096308,DOC0324,3/24/2025,14:00,20:00
SCH0096309,DOC0324,3/25/2025,20:00,8:00
SCH0096310,DOC0324,3/29/2025,8:00,14:00
SCH0096311,DOC0324,3/30/2025,14:00,20:00
SCH0096312,DOC0324,3/31/2025,8:00,14:00
SCH0096313,DOC0324,4/1/2025,8:00,14:00
SCH0096314,DOC0324,4/2/2025,8:00,14:00
SCH0096315,DOC0324,4/3/2025,14:00,20:00
SCH0096316,DOC0324,4/4/2025,14:00,20:00
SCH0096317,DOC0324,4/5/2025,20:00,8:00
SCH0096318,DOC0324,4/7/2025,20:00,8:00
SCH0096319,DOC0324,4/11/2025,20:00,8:00
SCH0096320,DOC0324,4/15/2025,20:00,8:00
SCH0096321,DOC0324,4/17/2025,20:00,8:00
SCH0096322,DOC0324,4/18/2025,14:00,20:00
SCH0096323,DOC0324,4/18/2025,20:00,8:00
SCH0096324,DOC0324,4/23/2025,20:00,8:00
SCH0096325,DOC0324,4/24/2025,8:00,14:00
SCH0096326,DOC0324,4/29/2025,20:00,8:00
SCH0096327,DOC0324,4/30/2025,14:00,20:00
SCH0096328,DOC0324,4/30/2025,8:00,14:00
SCH0096329,DOC0324,5/1/2025,8:00,14:00
SCH0096330,DOC0324,5/4/2025,8:00,14:00
SCH0096331,DOC0324,5/5/2025,14:00,20:00
SCH0096332,DOC0324,5/7/2025,14:00,20:00
SCH0096333,DOC0324,5/8/2025,8:00,14:00
SCH0096334,DOC0325,5/9/2024,14:00,20:00
SCH0096335,DOC0325,5/11/2024,20:00,8:00
SCH0096336,DOC0325,5/12/2024,14:00,20:00
SCH0096337,DOC0325,5/13/2024,8:00,14:00
SCH0096338,DOC0325,5/14/2024,20:00,8:00
SCH0096339,DOC0325,5/16/2024,8:00,14:00
SCH0096340,DOC0325,5/16/2024,20:00,8:00
SCH0096341,DOC0325,5/18/2024,14:00,20:00
SCH0096342,DOC0325,5/20/2024,20:00,8:00
SCH0096343,DOC0325,5/21/2024,8:00,14:00
SCH0096344,DOC0325,5/22/2024,14:00,20:00
SCH0096345,DOC0325,5/23/2024,20:00,8:00
SCH0096346,DOC0325,5/24/2024,20:00,8:00
SCH0096347,DOC0325,5/25/2024,8:00,14:00
SCH0096348,DOC0325,5/28/2024,8:00,14:00
SCH0096349,DOC0325,5/29/2024,14:00,20:00
SCH0096350,DOC0325,5/31/2024,14:00,20:00
SCH0096351,DOC0325,6/3/2024,8:00,14:00
SCH0096352,DOC0325,6/4/2024,20:00,8:00
SCH0096353,DOC0325,6/7/2024,8:00,14:00
SCH0096354,DOC0325,6/8/2024,8:00,14:00
SCH0096355,DOC0325,6/9/2024,14:00,20:00
SCH0096356,DOC0325,6/10/2024,14:00,20:00
SCH0096357,DOC0325,6/10/2024,8:00,14:00
SCH0096358,DOC0325,6/11/2024,8:00,14:00
SCH0096359,DOC0325,6/12/2024,20:00,8:00
SCH0096360,DOC0325,6/12/2024,8:00,14:00
SCH0096361,DOC0325,6/13/2024,8:00,14:00
SCH0096362,DOC0325,6/14/2024,8:00,14:00
SCH0096363,DOC0325,6/14/2024,14:00,20:00
SCH0096364,DOC0325,6/15/2024,14:00,20:00
SCH0096365,DOC0325,6/19/2024,14:00,20:00
SCH0096366,DOC0325,6/20/2024,14:00,20:00
SCH0096367,DOC0325,6/21/2024,20:00,8:00
SCH0096368,DOC0325,6/22/2024,8:00,14:00
SCH0096369,DOC0325,6/24/2024,14:00,20:00
SCH0096370,DOC0325,6/25/2024,8:00,14:00
SCH0096371,DOC0325,6/26/2024,14:00,20:00
SCH0096372,DOC0325,6/27/2024,14:00,20:00
SCH0096373,DOC0325,6/27/2024,20:00,8:00
SCH0096374,DOC0325,6/28/2024,8:00,14:00
SCH0096375,DOC0325,7/1/2024,20:00,8:00
SCH0096376,DOC0325,7/2/2024,20:00,8:00
SCH0096377,DOC0325,7/4/2024,14:00,20:00
SCH0096378,DOC0325,7/5/2024,14:00,20:00
SCH0096379,DOC0325,7/6/2024,20:00,8:00
SCH0096380,DOC0325,7/7/2024,8:00,14:00
SCH0096381,DOC0325,7/8/2024,14:00,20:00
SCH0096382,DOC0325,7/9/2024,8:00,14:00
SCH0096383,DOC0325,7/10/2024,20:00,8:00
SCH0096384,DOC0325,7/11/2024,20:00,8:00
SCH0096385,DOC0325,7/12/2024,8:00,14:00
SCH0096386,DOC0325,7/13/2024,20:00,8:00
SCH0096387,DOC0325,7/17/2024,20:00,8:00
SCH0096388,DOC0325,7/18/2024,20:00,8:00
SCH0096389,DOC0325,7/19/2024,20:00,8:00
SCH0096390,DOC0325,7/20/2024,14:00,20:00
SCH0096391,DOC0325,7/21/2024,8:00,14:00
SCH0096392,DOC0325,7/22/2024,8:00,14:00
SCH0096393,DOC0325,7/24/2024,20:00,8:00
SCH0096394,DOC0325,7/24/2024,8:00,14:00
SCH0096395,DOC0325,7/25/2024,14:00,20:00
SCH0096396,DOC0325,7/26/2024,14:00,20:00
SCH0096397,DOC0325,7/29/2024,8:00,14:00
SCH0096398,DOC0325,7/29/2024,20:00,8:00
SCH0096399,DOC0325,7/30/2024,20:00,8:00
SCH0096400,DOC0325,7/31/2024,20:00,8:00
SCH0096401,DOC0325,7/31/2024,14:00,20:00
SCH0096402,DOC0325,8/1/2024,14:00,20:00
SCH0096403,DOC0325,8/5/2024,20:00,8:00
SCH0096404,DOC0325,8/9/2024,14:00,20:00
SCH0096405,DOC0325,8/11/2024,20:00,8:00
SCH0096406,DOC0325,8/11/2024,14:00,20:00
SCH0096407,DOC0325,8/12/2024,14:00,20:00
SCH0096408,DOC0325,8/13/2024,20:00,8:00
SCH0096409,DOC0325,8/13/2024,8:00,14:00
SCH0096410,DOC0325,8/15/2024,14:00,20:00
SCH0096411,DOC0325,8/18/2024,8:00,14:00
SCH0096412,DOC0325,8/20/2024,14:00,20:00
SCH0096413,DOC0325,8/22/2024,20:00,8:00
SCH0096414,DOC0325,8/23/2024,20:00,8:00
SCH0096415,DOC0325,8/24/2024,20:00,8:00
SCH0096416,DOC0325,8/26/2024,14:00,20:00
SCH0096417,DOC0325,8/30/2024,8:00,14:00
SCH0096418,DOC0325,9/1/2024,20:00,8:00
SCH0096419,DOC0325,9/2/2024,20:00,8:00
SCH0096420,DOC0325,9/2/2024,14:00,20:00
SCH0096421,DOC0325,9/3/2024,20:00,8:00
SCH0096422,DOC0325,9/3/2024,8:00,14:00
SCH0096423,DOC0325,9/4/2024,20:00,8:00
SCH0096424,DOC0325,9/5/2024,20:00,8:00
SCH0096425,DOC0325,9/6/2024,14:00,20:00
SCH0096426,DOC0325,9/6/2024,8:00,14:00
SCH0096427,DOC0325,9/7/2024,20:00,8:00
SCH0096428,DOC0325,9/9/2024,8:00,14:00
SCH0096429,DOC0325,9/11/2024,14:00,20:00
SCH0096430,DOC0325,9/13/2024,20:00,8:00
SCH0096431,DOC0325,9/14/2024,20:00,8:00
SCH0096432,DOC0325,9/17/2024,20:00,8:00
SCH0096433,DOC0325,9/21/2024,20:00,8:00
SCH0096434,DOC0325,9/22/2024,20:00,8:00
SCH0096435,DOC0325,9/25/2024,8:00,14:00
SCH0096436,DOC0325,9/26/2024,8:00,14:00
SCH0096437,DOC0325,10/1/2024,8:00,14:00
SCH0096438,DOC0325,10/2/2024,8:00,14:00
SCH0096439,DOC0325,10/3/2024,8:00,14:00
SCH0096440,DOC0325,10/6/2024,14:00,20:00
SCH0096441,DOC0325,10/6/2024,20:00,8:00
SCH0096442,DOC0325,10/7/2024,20:00,8:00
SCH0096443,DOC0325,10/8/2024,20:00,8:00
SCH0096444,DOC0325,10/10/2024,14:00,20:00
SCH0096445,DOC0325,10/13/2024,14:00,20:00
SCH0096446,DOC0325,10/14/2024,20:00,8:00
SCH0096447,DOC0325,10/15/2024,14:00,20:00
SCH0096448,DOC0325,10/16/2024,14:00,20:00
SCH0096449,DOC0325,10/18/2024,8:00,14:00
SCH0096450,DOC0325,10/20/2024,20:00,8:00
SCH0096451,DOC0325,10/22/2024,20:00,8:00
SCH0096452,DOC0325,10/23/2024,8:00,14:00
SCH0096453,DOC0325,10/23/2024,20:00,8:00
SCH0096454,DOC0325,10/26/2024,20:00,8:00
SCH0096455,DOC0325,10/27/2024,8:00,14:00
SCH0096456,DOC0325,10/29/2024,8:00,14:00
SCH0096457,DOC0325,10/30/2024,14:00,20:00
SCH0096458,DOC0325,10/31/2024,8:00,14:00
SCH0096459,DOC0325,11/2/2024,8:00,14:00
SCH0096460,DOC0325,11/4/2024,8:00,14:00
SCH0096461,DOC0325,11/5/2024,20:00,8:00
SCH0096462,DOC0325,11/9/2024,8:00,14:00
SCH0096463,DOC0325,11/10/2024,8:00,14:00
SCH0096464,DOC0325,11/10/2024,20:00,8:00
SCH0096465,DOC0325,11/11/2024,14:00,20:00
SCH0096466,DOC0325,11/11/2024,20:00,8:00
SCH0096467,DOC0325,11/12/2024,14:00,20:00
SCH0096468,DOC0325,11/13/2024,20:00,8:00
SCH0096469,DOC0325,11/15/2024,8:00,14:00
SCH0096470,DOC0325,11/15/2024,20:00,8:00
SCH0096471,DOC0325,11/16/2024,14:00,20:00
SCH0096472,DOC0325,11/17/2024,20:00,8:00
SCH0096473,DOC0325,11/18/2024,20:00,8:00
SCH0096474,DOC0325,11/19/2024,8:00,14:00
SCH0096475,DOC0325,11/20/2024,20:00,8:00
SCH0096476,DOC0325,11/21/2024,20:00,8:00
SCH0096477,DOC0325,11/22/2024,20:00,8:00
SCH0096478,DOC0325,11/23/2024,14:00,20:00
SCH0096479,DOC0325,11/24/2024,14:00,20:00
SCH0096480,DOC0325,11/25/2024,20:00,8:00
SCH0096481,DOC0325,11/27/2024,20:00,8:00
SCH0096482,DOC0325,11/30/2024,14:00,20:00
SCH0096483,DOC0325,11/30/2024,20:00,8:00
SCH0096484,DOC0325,12/1/2024,8:00,14:00
SCH0096485,DOC0325,12/2/2024,14:00,20:00
SCH0096486,DOC0325,12/2/2024,8:00,14:00
SCH0096487,DOC0325,12/6/2024,8:00,14:00
SCH0096488,DOC0325,12/8/2024,14:00,20:00
SCH0096489,DOC0325,12/9/2024,14:00,20:00
SCH0096490,DOC0325,12/10/2024,20:00,8:00
SCH0096491,DOC0325,12/12/2024,8:00,14:00
SCH0096492,DOC0325,12/14/2024,8:00,14:00
SCH0096493,DOC0325,12/14/2024,20:00,8:00
SCH0096494,DOC0325,12/15/2024,20:00,8:00
SCH0096495,DOC0325,12/16/2024,20:00,8:00
SCH0096496,DOC0325,12/17/2024,20:00,8:00
SCH0096497,DOC0325,12/19/2024,20:00,8:00
SCH0096498,DOC0325,12/20/2024,20:00,8:00
SCH0096499,DOC0325,12/20/2024,8:00,14:00
SCH0096500,DOC0325,12/21/2024,14:00,20:00
SCH0096501,DOC0325,12/22/2024,8:00,14:00
SCH0096502,DOC0325,12/22/2024,14:00,20:00
SCH0096503,DOC0325,12/23/2024,8:00,14:00
SCH0096504,DOC0325,12/24/2024,8:00,14:00
SCH0096505,DOC0325,12/24/2024,14:00,20:00
SCH0096506,DOC0325,12/26/2024,20:00,8:00
SCH0096507,DOC0325,12/28/2024,20:00,8:00
SCH0096508,DOC0325,12/29/2024,20:00,8:00
SCH0096509,DOC0325,12/31/2024,8:00,14:00
SCH0096510,DOC0325,12/31/2024,14:00,20:00
SCH0096511,DOC0325,1/1/2025,14:00,20:00
SCH0096512,DOC0325,1/2/2025,14:00,20:00
SCH0096513,DOC0325,1/3/2025,14:00,20:00
SCH0096514,DOC0325,1/4/2025,8:00,14:00
SCH0096515,DOC0325,1/5/2025,8:00,14:00
SCH0096516,DOC0325,1/6/2025,14:00,20:00
SCH0096517,DOC0325,1/7/2025,14:00,20:00
SCH0096518,DOC0325,1/8/2025,20:00,8:00
SCH0096519,DOC0325,1/9/2025,8:00,14:00
SCH0096520,DOC0325,1/10/2025,8:00,14:00
SCH0096521,DOC0325,1/11/2025,20:00,8:00
SCH0096522,DOC0325,1/13/2025,14:00,20:00
SCH0096523,DOC0325,1/14/2025,8:00,14:00
SCH0096524,DOC0325,1/15/2025,14:00,20:00
SCH0096525,DOC0325,1/16/2025,20:00,8:00
SCH0096526,DOC0325,1/17/2025,14:00,20:00
SCH0096527,DOC0325,1/17/2025,8:00,14:00
SCH0096528,DOC0325,1/19/2025,14:00,20:00
SCH0096529,DOC0325,1/20/2025,8:00,14:00
SCH0096530,DOC0325,1/21/2025,8:00,14:00
SCH0096531,DOC0325,1/22/2025,14:00,20:00
SCH0096532,DOC0325,1/25/2025,14:00,20:00
SCH0096533,DOC0325,1/27/2025,14:00,20:00
SCH0096534,DOC0325,1/28/2025,14:00,20:00
SCH0096535,DOC0325,1/29/2025,20:00,8:00
SCH0096536,DOC0325,1/30/2025,14:00,20:00
SCH0096537,DOC0325,1/31/2025,8:00,14:00
SCH0096538,DOC0325,2/1/2025,8:00,14:00
SCH0096539,DOC0325,2/2/2025,20:00,8:00
SCH0096540,DOC0325,2/3/2025,8:00,14:00
SCH0096541,DOC0325,2/4/2025,14:00,20:00
SCH0096542,DOC0325,2/6/2025,20:00,8:00
SCH0096543,DOC0325,2/10/2025,20:00,8:00
SCH0096544,DOC0325,2/12/2025,20:00,8:00
SCH0096545,DOC0325,2/13/2025,20:00,8:00
SCH0096546,DOC0325,2/13/2025,14:00,20:00
SCH0096547,DOC0325,2/14/2025,14:00,20:00
SCH0096548,DOC0325,2/15/2025,20:00,8:00
SCH0096549,DOC0325,2/16/2025,8:00,14:00
SCH0096550,DOC0325,2/18/2025,8:00,14:00
SCH0096551,DOC0325,2/19/2025,20:00,8:00
SCH0096552,DOC0325,2/20/2025,8:00,14:00
SCH0096553,DOC0325,2/21/2025,8:00,14:00
SCH0096554,DOC0325,2/22/2025,14:00,20:00
SCH0096555,DOC0325,2/23/2025,8:00,14:00
SCH0096556,DOC0325,2/24/2025,14:00,20:00
SCH0096557,DOC0325,2/25/2025,8:00,14:00
SCH0096558,DOC0325,2/26/2025,8:00,14:00
SCH0096559,DOC0325,2/26/2025,20:00,8:00
SCH0096560,DOC0325,2/27/2025,8:00,14:00
SCH0096561,DOC0325,2/28/2025,8:00,14:00
SCH0096562,DOC0325,3/3/2025,20:00,8:00
SCH0096563,DOC0325,3/4/2025,14:00,20:00
SCH0096564,DOC0325,3/5/2025,14:00,20:00
SCH0096565,DOC0325,3/8/2025,8:00,14:00
SCH0096566,DOC0325,3/11/2025,20:00,8:00
SCH0096567,DOC0325,3/12/2025,20:00,8:00
SCH0096568,DOC0325,3/13/2025,14:00,20:00
SCH0096569,DOC0325,3/14/2025,14:00,20:00
SCH0096570,DOC0325,3/15/2025,8:00,14:00
SCH0096571,DOC0325,3/15/2025,20:00,8:00
SCH0096572,DOC0325,3/16/2025,14:00,20:00
SCH0096573,DOC0325,3/19/2025,14:00,20:00
SCH0096574,DOC0325,3/20/2025,8:00,14:00
SCH0096575,DOC0325,3/21/2025,20:00,8:00
SCH0096576,DOC0325,3/24/2025,8:00,14:00
SCH0096577,DOC0325,3/25/2025,20:00,8:00
SCH0096578,DOC0325,3/26/2025,8:00,14:00
SCH0096579,DOC0325,3/27/2025,14:00,20:00
SCH0096580,DOC0325,3/29/2025,8:00,14:00
SCH0096581,DOC0325,4/2/2025,14:00,20:00
SCH0096582,DOC0325,4/8/2025,20:00,8:00
SCH0096583,DOC0325,4/11/2025,14:00,20:00
SCH0096584,DOC0325,4/12/2025,14:00,20:00
SCH0096585,DOC0325,4/13/2025,20:00,8:00
SCH0096586,DOC0325,4/13/2025,14:00,20:00
SCH0096587,DOC0325,4/15/2025,8:00,14:00
SCH0096588,DOC0325,4/18/2025,14:00,20:00
SCH0096589,DOC0325,4/18/2025,20:00,8:00
SCH0096590,DOC0325,4/19/2025,8:00,14:00
SCH0096591,DOC0325,4/20/2025,14:00,20:00
SCH0096592,DOC0325,4/22/2025,8:00,14:00
SCH0096593,DOC0325,4/23/2025,8:00,14:00
SCH0096594,DOC0325,4/23/2025,14:00,20:00
SCH0096595,DOC0325,4/24/2025,14:00,20:00
SCH0096596,DOC0325,4/26/2025,8:00,14:00
SCH0096597,DOC0325,4/28/2025,8:00,14:00
SCH0096598,DOC0325,4/30/2025,14:00,20:00
SCH0096599,DOC0325,4/30/2025,20:00,8:00
SCH0096600,DOC0325,5/3/2025,20:00,8:00
SCH0096601,DOC0325,5/8/2025,14:00,20:00
SCH0096602,DOC0325,5/9/2025,20:00,8:00
SCH0096603,DOC0326,5/9/2024,20:00,8:00
SCH0096604,DOC0326,5/13/2024,20:00,8:00
SCH0096605,DOC0326,5/14/2024,14:00,20:00
SCH0096606,DOC0326,5/14/2024,8:00,14:00
SCH0096607,DOC0326,5/15/2024,8:00,14:00
SCH0096608,DOC0326,5/18/2024,8:00,14:00
SCH0096609,DOC0326,5/21/2024,14:00,20:00
SCH0096610,DOC0326,5/22/2024,14:00,20:00
SCH0096611,DOC0326,5/23/2024,14:00,20:00
SCH0096612,DOC0326,5/26/2024,20:00,8:00
SCH0096613,DOC0326,5/27/2024,20:00,8:00
SCH0096614,DOC0326,5/28/2024,20:00,8:00
SCH0096615,DOC0326,6/4/2024,14:00,20:00
SCH0096616,DOC0326,6/7/2024,14:00,20:00
SCH0096617,DOC0326,6/8/2024,8:00,14:00
SCH0096618,DOC0326,6/10/2024,8:00,14:00
SCH0096619,DOC0326,6/12/2024,14:00,20:00
SCH0096620,DOC0326,6/13/2024,8:00,14:00
SCH0096621,DOC0326,6/15/2024,14:00,20:00
SCH0096622,DOC0326,6/16/2024,8:00,14:00
SCH0096623,DOC0326,6/17/2024,14:00,20:00
SCH0096624,DOC0326,6/18/2024,8:00,14:00
SCH0096625,DOC0326,6/19/2024,8:00,14:00
SCH0096626,DOC0326,6/24/2024,8:00,14:00
SCH0096627,DOC0326,6/24/2024,20:00,8:00
SCH0096628,DOC0326,6/25/2024,8:00,14:00
SCH0096629,DOC0326,6/25/2024,14:00,20:00
SCH0096630,DOC0326,6/26/2024,20:00,8:00
SCH0096631,DOC0326,6/27/2024,8:00,14:00
SCH0096632,DOC0326,6/29/2024,14:00,20:00
SCH0096633,DOC0326,6/29/2024,20:00,8:00
SCH0096634,DOC0326,6/30/2024,14:00,20:00
SCH0096635,DOC0326,7/1/2024,20:00,8:00
SCH0096636,DOC0326,7/4/2024,20:00,8:00
SCH0096637,DOC0326,7/5/2024,8:00,14:00
SCH0096638,DOC0326,7/6/2024,8:00,14:00
SCH0096639,DOC0326,7/7/2024,8:00,14:00
SCH0096640,DOC0326,7/8/2024,8:00,14:00
SCH0096641,DOC0326,7/9/2024,14:00,20:00
SCH0096642,DOC0326,7/11/2024,20:00,8:00
SCH0096643,DOC0326,7/12/2024,14:00,20:00
SCH0096644,DOC0326,7/13/2024,8:00,14:00
SCH0096645,DOC0326,7/14/2024,14:00,20:00
SCH0096646,DOC0326,7/15/2024,14:00,20:00
SCH0096647,DOC0326,7/17/2024,20:00,8:00
SCH0096648,DOC0326,7/17/2024,8:00,14:00
SCH0096649,DOC0326,7/18/2024,14:00,20:00
SCH0096650,DOC0326,7/19/2024,20:00,8:00
SCH0096651,DOC0326,7/20/2024,20:00,8:00
SCH0096652,DOC0326,7/21/2024,20:00,8:00
SCH0096653,DOC0326,7/22/2024,20:00,8:00
SCH0096654,DOC0326,7/23/2024,8:00,14:00
SCH0096655,DOC0326,7/23/2024,14:00,20:00
SCH0096656,DOC0326,7/24/2024,14:00,20:00
SCH0096657,DOC0326,7/25/2024,20:00,8:00
SCH0096658,DOC0326,7/27/2024,20:00,8:00
SCH0096659,DOC0326,7/28/2024,20:00,8:00
SCH0096660,DOC0326,7/29/2024,8:00,14:00
SCH0096661,DOC0326,7/29/2024,14:00,20:00
SCH0096662,DOC0326,7/30/2024,8:00,14:00
SCH0096663,DOC0326,7/31/2024,20:00,8:00
SCH0096664,DOC0326,8/1/2024,20:00,8:00
SCH0096665,DOC0326,8/3/2024,8:00,14:00
SCH0096666,DOC0326,8/3/2024,14:00,20:00
SCH0096667,DOC0326,8/6/2024,20:00,8:00
SCH0096668,DOC0326,8/8/2024,14:00,20:00
SCH0096669,DOC0326,8/9/2024,8:00,14:00
SCH0096670,DOC0326,8/9/2024,20:00,8:00
SCH0096671,DOC0326,8/10/2024,14:00,20:00
SCH0096672,DOC0326,8/13/2024,8:00,14:00
SCH0096673,DOC0326,8/16/2024,20:00,8:00
SCH0096674,DOC0326,8/18/2024,14:00,20:00
SCH0096675,DOC0326,8/19/2024,14:00,20:00
SCH0096676,DOC0326,8/20/2024,8:00,14:00
SCH0096677,DOC0326,8/21/2024,20:00,8:00
SCH0096678,DOC0326,8/23/2024,8:00,14:00
SCH0096679,DOC0326,8/24/2024,8:00,14:00
SCH0096680,DOC0326,8/27/2024,20:00,8:00
SCH0096681,DOC0326,8/28/2024,20:00,8:00
SCH0096682,DOC0326,8/28/2024,8:00,14:00
SCH0096683,DOC0326,8/29/2024,8:00,14:00
SCH0096684,DOC0326,8/30/2024,14:00,20:00
SCH0096685,DOC0326,8/31/2024,14:00,20:00
SCH0096686,DOC0326,9/2/2024,14:00,20:00
SCH0096687,DOC0326,9/4/2024,20:00,8:00
SCH0096688,DOC0326,9/5/2024,8:00,14:00
SCH0096689,DOC0326,9/7/2024,14:00,20:00
SCH0096690,DOC0326,9/8/2024,20:00,8:00
SCH0096691,DOC0326,9/11/2024,8:00,14:00
SCH0096692,DOC0326,9/12/2024,8:00,14:00
SCH0096693,DOC0326,9/13/2024,8:00,14:00
SCH0096694,DOC0326,9/14/2024,14:00,20:00
SCH0096695,DOC0326,9/15/2024,14:00,20:00
SCH0096696,DOC0326,9/16/2024,14:00,20:00
SCH0096697,DOC0326,9/16/2024,20:00,8:00
SCH0096698,DOC0326,9/17/2024,20:00,8:00
SCH0096699,DOC0326,9/17/2024,14:00,20:00
SCH0096700,DOC0326,9/18/2024,20:00,8:00
SCH0096701,DOC0326,9/19/2024,8:00,14:00
SCH0096702,DOC0326,9/20/2024,20:00,8:00
SCH0096703,DOC0326,9/21/2024,14:00,20:00
SCH0096704,DOC0326,9/21/2024,8:00,14:00
SCH0096705,DOC0326,9/23/2024,20:00,8:00
SCH0096706,DOC0326,9/25/2024,14:00,20:00
SCH0096707,DOC0326,9/27/2024,14:00,20:00
SCH0096708,DOC0326,9/27/2024,20:00,8:00
SCH0096709,DOC0326,10/3/2024,20:00,8:00
SCH0096710,DOC0326,10/6/2024,20:00,8:00
SCH0096711,DOC0326,10/6/2024,8:00,14:00
SCH0096712,DOC0326,10/8/2024,20:00,8:00
SCH0096713,DOC0326,10/9/2024,8:00,14:00
SCH0096714,DOC0326,10/12/2024,20:00,8:00
SCH0096715,DOC0326,10/12/2024,14:00,20:00
SCH0096716,DOC0326,10/13/2024,14:00,20:00
SCH0096717,DOC0326,10/14/2024,8:00,14:00
SCH0096718,DOC0326,10/14/2024,14:00,20:00
SCH0096719,DOC0326,10/15/2024,20:00,8:00
SCH0096720,DOC0326,10/17/2024,14:00,20:00
SCH0096721,DOC0326,10/19/2024,14:00,20:00
SCH0096722,DOC0326,10/19/2024,20:00,8:00
SCH0096723,DOC0326,10/20/2024,14:00,20:00
SCH0096724,DOC0326,10/21/2024,8:00,14:00
SCH0096725,DOC0326,10/22/2024,20:00,8:00
SCH0096726,DOC0326,10/23/2024,14:00,20:00
SCH0096727,DOC0326,10/24/2024,14:00,20:00
SCH0096728,DOC0326,10/25/2024,8:00,14:00
SCH0096729,DOC0326,10/26/2024,20:00,8:00
SCH0096730,DOC0326,10/26/2024,14:00,20:00
SCH0096731,DOC0326,10/27/2024,8:00,14:00
SCH0096732,DOC0326,10/28/2024,14:00,20:00
SCH0096733,DOC0326,10/29/2024,20:00,8:00
SCH0096734,DOC0326,10/31/2024,8:00,14:00
SCH0096735,DOC0326,11/1/2024,14:00,20:00
SCH0096736,DOC0326,11/1/2024,8:00,14:00
SCH0096737,DOC0326,11/3/2024,8:00,14:00
SCH0096738,DOC0326,11/5/2024,20:00,8:00
SCH0096739,DOC0326,11/6/2024,20:00,8:00
SCH0096740,DOC0326,11/7/2024,14:00,20:00
SCH0096741,DOC0326,11/10/2024,20:00,8:00
SCH0096742,DOC0326,11/11/2024,14:00,20:00
