bed_id,hospital_id,department_id,bed_number,bed_type,availability_status
BED000960,H003,DEPT0041,ER-009,Emergency,Occupied
BED000961,H003,DEPT0041,ER-010,Emergency,Occupied
BED000962,H003,DEPT0041,ER-011,Emergency,Occupied
BED000963,H003,DEPT0041,ER-012,Emergency,Occupied
BED000964,H003,DEPT0041,ER-013,Emergency,Occupied
BED000965,H003,DEPT0041,ER-014,Emergency,Occupied
BED000966,H003,DEPT0041,ER-015,Emergency,Occupied
BED000967,H003,DEPT0041,ER-016,Emergency,Occupied
BED000968,H003,DEPT0041,ER-017,Emergency,Occupied
BED000969,H003,DEPT0041,ER-018,Emergency,Occupied
BED000970,H003,DEPT0041,ER-019,Emergency,Occupied
BED000971,H003,DEPT0041,ER-020,Emergency,Available
BED000972,H003,DEPT0041,ER-021,Emergency,Occupied
BED000973,H003,DEPT0041,ER-022,Emergency,Occupied
BED000974,H003,DEPT0043,INT-001,Standard,Available
BED000975,H003,DEPT0043,INT-002,Standard,Available
BED000976,H003,DEPT0043,INT-003,Standard,Occupied
BED000977,H003,DEPT0043,INT-004,Standard,Occupied
BED000978,H003,DEPT0043,INT-005,Standard,Available
BED000979,H003,DEPT0043,INT-006,Standard,Occupied
BED000980,H003,DEPT0043,INT-007,Standard,Occupied
BED000981,H003,DEPT0043,INT-008,Standard,Available
BED000982,H003,DEPT0043,INT-009,Standard,Occupied
BED000983,H003,DEPT0043,INT-010,Standard,Occupied
BED000984,H003,DEPT0043,INT-011,Standard,Occupied
BED000985,H003,DEPT0043,INT-012,Standard,Occupied
BED000986,H003,DEPT0043,INT-013,Standard,Occupied
BED000987,H003,DEPT0043,INT-014,Standard,Occupied
BED000988,H003,DEPT0043,INT-015,Standard,Available
BED000989,H003,DEPT0044,CAR-001,Standard,Available
BED000990,H003,DEPT0044,CAR-002,Standard,Occupied
BED000991,H003,DEPT0044,CAR-003,Standard,Occupied
BED000992,H003,DEPT0044,CAR-004,Standard,Available
BED000993,H003,DEPT0044,CAR-005,Standard,Occupied
BED000994,H003,DEPT0044,CAR-006,Standard,Occupied
BED000995,H003,DEPT0044,CAR-007,Standard,Occupied
BED000996,H003,DEPT0044,CAR-008,Standard,Available
BED000997,H003,DEPT0044,CAR-009,Standard,Occupied
BED000998,H003,DEPT0044,CAR-010,Standard,Occupied
BED000999,H003,DEPT0044,CAR-011,Standard,Occupied
BED001000,H003,DEPT0044,CAR-012,Standard,Available
BED001001,H003,DEPT0044,CAR-013,Standard,Occupied
BED001002,H003,DEPT0044,CAR-014,Standard,Available
BED001003,H003,DEPT0044,CAR-015,Standard,Occupied
BED001004,H003,DEPT0045,PUL-001,Standard,Occupied
BED001005,H003,DEPT0045,PUL-002,Standard,Available
BED001006,H003,DEPT0045,PUL-003,Standard,Occupied
BED001007,H003,DEPT0045,PUL-004,Standard,Available
BED001008,H003,DEPT0045,PUL-005,Standard,Occupied
BED001009,H003,DEPT0045,PUL-006,Standard,Available
BED001010,H003,DEPT0045,PUL-007,Standard,Available
BED001011,H003,DEPT0045,PUL-008,Standard,Occupied
BED001012,H003,DEPT0045,PUL-009,Standard,Occupied
BED001013,H003,DEPT0045,PUL-010,Standard,Occupied
BED001014,H003,DEPT0045,PUL-011,Standard,Available
BED001015,H003,DEPT0045,PUL-012,Standard,Occupied
BED001016,H003,DEPT0045,PUL-013,Standard,Occupied
BED001017,H003,DEPT0045,PUL-014,Standard,Occupied
BED001018,H003,DEPT0045,PUL-015,Standard,Under Maintenance
BED001019,H003,DEPT0046,NEU-001,Standard,Available
BED001020,H003,DEPT0046,NEU-002,Standard,Occupied
BED001021,H003,DEPT0046,NEU-003,Standard,Available
BED001022,H003,DEPT0046,NEU-004,Standard,Available
BED001023,H003,DEPT0046,NEU-005,Standard,Occupied
BED001024,H003,DEPT0046,NEU-006,Standard,Occupied
BED001025,H003,DEPT0046,NEU-007,Standard,Occupied
BED001026,H003,DEPT0046,NEU-008,Standard,Available
BED001027,H003,DEPT0046,NEU-009,Standard,Available
BED001028,H003,DEPT0046,NEU-010,Standard,Available
BED001029,H003,DEPT0046,NEU-011,Standard,Occupied
BED001030,H003,DEPT0046,NEU-012,Standard,Available
BED001031,H003,DEPT0046,NEU-013,Standard,Occupied
BED001032,H003,DEPT0046,NEU-014,Standard,Available
BED001033,H003,DEPT0046,NEU-015,Standard,Available
BED001034,H003,DEPT0047,GAS-001,Standard,Available
BED001035,H003,DEPT0047,GAS-002,Standard,Available
BED001036,H003,DEPT0047,GAS-003,Standard,Occupied
BED001037,H003,DEPT0047,GAS-004,Standard,Available
BED001038,H003,DEPT0047,GAS-005,Standard,Available
BED001039,H003,DEPT0047,GAS-006,Standard,Occupied
BED001040,H003,DEPT0047,GAS-007,Standard,Occupied
BED001041,H003,DEPT0047,GAS-008,Standard,Available
BED001042,H003,DEPT0047,GAS-009,Standard,Occupied
BED001043,H003,DEPT0047,GAS-010,Standard,Available
BED001044,H003,DEPT0047,GAS-011,Standard,Occupied
BED001045,H003,DEPT0047,GAS-012,Standard,Occupied
BED001046,H003,DEPT0047,GAS-013,Standard,Available
BED001047,H003,DEPT0047,GAS-014,Standard,Occupied
BED001048,H003,DEPT0047,GAS-015,Standard,Occupied
BED001049,H003,DEPT0048,NEP-001,Standard,Occupied
BED001050,H003,DEPT0048,NEP-002,Standard,Occupied
BED001051,H003,DEPT0048,NEP-003,Standard,Occupied
BED001052,H003,DEPT0048,NEP-004,Standard,Occupied
BED001053,H003,DEPT0048,NEP-005,Standard,Occupied
BED001054,H003,DEPT0048,NEP-006,Standard,Occupied
BED001055,H003,DEPT0048,NEP-007,Standard,Occupied
BED001056,H003,DEPT0048,NEP-008,Standard,Available
BED001057,H003,DEPT0048,NEP-009,Standard,Occupied
BED001058,H003,DEPT0048,NEP-010,Standard,Occupied
BED001059,H003,DEPT0048,NEP-011,Standard,Available
BED001060,H003,DEPT0048,NEP-012,Standard,Occupied
BED001061,H003,DEPT0048,NEP-013,Standard,Occupied
BED001062,H003,DEPT0048,NEP-014,Standard,Available
BED001063,H003,DEPT0048,NEP-015,Standard,Occupied
BED001064,H003,DEPT0049,END-001,Standard,Available
BED001065,H003,DEPT0049,END-002,Standard,Occupied
BED001066,H003,DEPT0049,END-003,Standard,Occupied
BED001067,H003,DEPT0049,END-004,Standard,Occupied
BED001068,H003,DEPT0049,END-005,Standard,Available
BED001069,H003,DEPT0049,END-006,Standard,Under Maintenance
BED001070,H003,DEPT0049,END-007,Standard,Occupied
BED001071,H003,DEPT0049,END-008,Standard,Occupied
BED001072,H003,DEPT0049,END-009,Standard,Occupied
BED001073,H003,DEPT0049,END-010,Standard,Occupied
BED001074,H003,DEPT0049,END-011,Standard,Occupied
BED001075,H003,DEPT0049,END-012,Standard,Occupied
BED001076,H003,DEPT0049,END-013,Standard,Occupied
BED001077,H003,DEPT0049,END-014,Standard,Occupied
BED001078,H003,DEPT0049,END-015,Standard,Available
BED001079,H003,DEPT0050,ORT-001,Standard,Occupied
BED001080,H003,DEPT0050,ORT-002,Standard,Available
BED001081,H003,DEPT0050,ORT-003,Standard,Available
BED001082,H003,DEPT0050,ORT-004,Standard,Available
BED001083,H003,DEPT0050,ORT-005,Standard,Occupied
BED001084,H003,DEPT0050,ORT-006,Standard,Under Maintenance
BED001085,H003,DEPT0050,ORT-007,Standard,Occupied
BED001086,H003,DEPT0050,ORT-008,Standard,Available
BED001087,H003,DEPT0050,ORT-009,Standard,Occupied
BED001088,H003,DEPT0050,ORT-010,Standard,Available
BED001089,H003,DEPT0050,ORT-011,Standard,Occupied
BED001090,H003,DEPT0050,ORT-012,Standard,Occupied
BED001091,H003,DEPT0050,ORT-013,Standard,Available
BED001092,H003,DEPT0050,ORT-014,Standard,Occupied
BED001093,H003,DEPT0050,ORT-015,Standard,Available
BED001094,H003,DEPT0051,GEN-001,Standard,Occupied
BED001095,H003,DEPT0051,GEN-002,Standard,Available
BED001096,H003,DEPT0051,GEN-003,Standard,Available
BED001097,H003,DEPT0051,GEN-004,Standard,Under Maintenance
BED001098,H003,DEPT0051,GEN-005,Standard,Occupied
BED001099,H003,DEPT0051,GEN-006,Standard,Occupied
BED001100,H003,DEPT0051,GEN-007,Standard,Occupied
BED001101,H003,DEPT0051,GEN-008,Standard,Occupied
BED001102,H003,DEPT0051,GEN-009,Standard,Occupied
BED001103,H003,DEPT0051,GEN-010,Standard,Available
BED001104,H003,DEPT0051,GEN-011,Standard,Available
BED001105,H003,DEPT0051,GEN-012,Standard,Occupied
BED001106,H003,DEPT0051,GEN-013,Standard,Occupied
BED001107,H003,DEPT0051,GEN-014,Standard,Available
BED001108,H003,DEPT0051,GEN-015,Standard,Available
BED001109,H003,DEPT0052,PED-001,Standard,Occupied
BED001110,H003,DEPT0052,PED-002,Standard,Occupied
BED001111,H003,DEPT0052,PED-003,Standard,Available
BED001112,H003,DEPT0052,PED-004,Standard,Occupied
BED001113,H003,DEPT0052,PED-005,Standard,Available
BED001114,H003,DEPT0052,PED-006,Standard,Available
BED001115,H003,DEPT0052,PED-007,Standard,Occupied
BED001116,H003,DEPT0052,PED-008,Standard,Occupied
BED001117,H003,DEPT0052,PED-009,Standard,Occupied
BED001118,H003,DEPT0052,PED-010,Standard,Occupied
BED001119,H003,DEPT0052,PED-011,Standard,Occupied
BED001120,H003,DEPT0052,PED-012,Standard,Occupied
BED001121,H003,DEPT0052,PED-013,Standard,Available
BED001122,H003,DEPT0052,PED-014,Standard,Occupied
BED001123,H003,DEPT0052,PED-015,Standard,Available
BED001124,H003,DEPT0053,OBS-001,Standard,Occupied
BED001125,H003,DEPT0053,OBS-002,Standard,Occupied
BED001126,H003,DEPT0053,OBS-003,Standard,Occupied
BED001127,H003,DEPT0053,OBS-004,Standard,Occupied
BED001128,H003,DEPT0053,OBS-005,Standard,Occupied
BED001129,H003,DEPT0053,OBS-006,Standard,Under Maintenance
BED001130,H003,DEPT0053,OBS-007,Standard,Occupied
BED001131,H003,DEPT0053,OBS-008,Standard,Occupied
BED001132,H003,DEPT0053,OBS-009,Standard,Occupied
BED001133,H003,DEPT0053,OBS-010,Standard,Available
BED001134,H003,DEPT0053,OBS-011,Standard,Occupied
BED001135,H003,DEPT0053,OBS-012,Standard,Occupied
BED001136,H003,DEPT0053,OBS-013,Standard,Occupied
BED001137,H003,DEPT0053,OBS-014,Standard,Occupied
BED001138,H003,DEPT0053,OBS-015,Standard,Occupied
BED001139,H003,DEPT0054,DER-001,Standard,Occupied
BED001140,H003,DEPT0054,DER-002,Standard,Available
BED001141,H003,DEPT0054,DER-003,Standard,Occupied
BED001142,H003,DEPT0054,DER-004,Standard,Available
BED001143,H003,DEPT0054,DER-005,Standard,Under Maintenance
BED001144,H003,DEPT0054,DER-006,Standard,Available
BED001145,H003,DEPT0054,DER-007,Standard,Available
BED001146,H003,DEPT0054,DER-008,Standard,Available
BED001147,H003,DEPT0054,DER-009,Standard,Available
BED001148,H003,DEPT0054,DER-010,Standard,Available
BED001149,H003,DEPT0054,DER-011,Standard,Occupied
BED001150,H003,DEPT0054,DER-012,Standard,Available
BED001151,H003,DEPT0054,DER-013,Standard,Under Maintenance
BED001152,H003,DEPT0054,DER-014,Standard,Occupied
BED001153,H003,DEPT0054,DER-015,Standard,Available
BED001154,H003,DEPT0055,ENT-001,Standard,Available
BED001155,H003,DEPT0055,ENT-002,Standard,Available
BED001156,H003,DEPT0055,ENT-003,Standard,Occupied
BED001157,H003,DEPT0055,ENT-004,Standard,Occupied
BED001158,H003,DEPT0055,ENT-005,Standard,Occupied
BED001159,H003,DEPT0055,ENT-006,Standard,Available
BED001160,H003,DEPT0055,ENT-007,Standard,Available
BED001161,H003,DEPT0055,ENT-008,Standard,Occupied
BED001162,H003,DEPT0055,ENT-009,Standard,Occupied
BED001163,H003,DEPT0055,ENT-010,Standard,Occupied
BED001164,H003,DEPT0055,ENT-011,Standard,Occupied
BED001165,H003,DEPT0055,ENT-012,Standard,Occupied
BED001166,H003,DEPT0055,ENT-013,Standard,Occupied
BED001167,H003,DEPT0055,ENT-014,Standard,Occupied
BED001168,H003,DEPT0055,ENT-015,Standard,Occupied
BED001169,H003,DEPT0056,PSY-001,Standard,Occupied
BED001170,H003,DEPT0056,PSY-002,Standard,Available
BED001171,H003,DEPT0056,PSY-003,Standard,Available
BED001172,H003,DEPT0056,PSY-004,Standard,Occupied
BED001173,H003,DEPT0056,PSY-005,Standard,Occupied
BED001174,H003,DEPT0056,PSY-006,Standard,Occupied
BED001175,H003,DEPT0056,PSY-007,Standard,Occupied
BED001176,H003,DEPT0056,PSY-008,Standard,Occupied
BED001177,H003,DEPT0056,PSY-009,Standard,Occupied
BED001178,H003,DEPT0056,PSY-010,Standard,Available
BED001179,H003,DEPT0056,PSY-011,Standard,Occupied
BED001180,H003,DEPT0056,PSY-012,Standard,Available
BED001181,H003,DEPT0056,PSY-013,Standard,Available
BED001182,H003,DEPT0056,PSY-014,Standard,Occupied
BED001183,H003,DEPT0056,PSY-015,Standard,Occupied
BED001184,H003,DEPT0057,ONC-001,Standard,Under Maintenance
BED001185,H003,DEPT0057,ONC-002,Standard,Occupied
BED001186,H003,DEPT0057,ONC-003,Standard,Available
BED001187,H003,DEPT0057,ONC-004,Standard,Available
BED001188,H003,DEPT0057,ONC-005,Standard,Available
BED001189,H003,DEPT0057,ONC-006,Standard,Occupied
BED001190,H003,DEPT0057,ONC-007,Standard,Under Maintenance
BED001191,H003,DEPT0057,ONC-008,Standard,Occupied
BED001192,H003,DEPT0057,ONC-009,Standard,Occupied
BED001193,H003,DEPT0057,ONC-010,Standard,Available
BED001194,H003,DEPT0057,ONC-011,Standard,Occupied
BED001195,H003,DEPT0057,ONC-012,Standard,Available
BED001196,H003,DEPT0057,ONC-013,Standard,Occupied
BED001197,H003,DEPT0057,ONC-014,Standard,Available
BED001198,H003,DEPT0057,ONC-015,Standard,Occupied
BED001199,H004,DEPT0062,ICU-001,ICU,Available
BED001200,H004,DEPT0062,ICU-002,ICU,Occupied
BED001201,H004,DEPT0062,ICU-003,ICU,Occupied
BED001202,H004,DEPT0062,ICU-004,ICU,Available
BED001203,H004,DEPT0062,ICU-005,ICU,Available
BED001204,H004,DEPT0062,ICU-006,ICU,Available
BED001205,H004,DEPT0062,ICU-007,ICU,Available
BED001206,H004,DEPT0062,ICU-008,ICU,Occupied
BED001207,H004,DEPT0062,ICU-009,ICU,Occupied
BED001208,H004,DEPT0062,ICU-010,ICU,Occupied
BED001209,H004,DEPT0061,ER-001,Emergency,Occupied
BED001210,H004,DEPT0061,ER-002,Emergency,Available
BED001211,H004,DEPT0061,ER-003,Emergency,Occupied
BED001212,H004,DEPT0061,ER-004,Emergency,Available
BED001213,H004,DEPT0061,ER-005,Emergency,Occupied
BED001214,H004,DEPT0061,ER-006,Emergency,Occupied
BED001215,H004,DEPT0061,ER-007,Emergency,Occupied
BED001216,H004,DEPT0061,ER-008,Emergency,Available
BED001217,H004,DEPT0061,ER-009,Emergency,Occupied
BED001218,H004,DEPT0061,ER-010,Emergency,Occupied
BED001219,H004,DEPT0063,INT-001,Standard,Occupied
BED001220,H004,DEPT0063,INT-002,Standard,Available
BED001221,H004,DEPT0063,INT-003,Standard,Occupied
BED001222,H004,DEPT0063,INT-004,Standard,Occupied
BED001223,H004,DEPT0063,INT-005,Standard,Occupied
BED001224,H004,DEPT0063,INT-006,Standard,Available
BED001225,H004,DEPT0063,INT-007,Standard,Occupied
BED001226,H004,DEPT0063,INT-008,Standard,Occupied
BED001227,H004,DEPT0063,INT-009,Standard,Occupied
BED001228,H004,DEPT0063,INT-010,Standard,Occupied
BED001229,H004,DEPT0064,CAR-001,Standard,Under Maintenance
BED001230,H004,DEPT0064,CAR-002,Standard,Occupied
BED001231,H004,DEPT0064,CAR-003,Standard,Occupied
BED001232,H004,DEPT0064,CAR-004,Standard,Occupied
BED001233,H004,DEPT0064,CAR-005,Standard,Available
BED001234,H004,DEPT0064,CAR-006,Standard,Occupied
BED001235,H004,DEPT0064,CAR-007,Standard,Available
BED001236,H004,DEPT0064,CAR-008,Standard,Under Maintenance
BED001237,H004,DEPT0064,CAR-009,Standard,Available
BED001238,H004,DEPT0064,CAR-010,Standard,Available
BED001239,H004,DEPT0065,PUL-001,Standard,Occupied
BED001240,H004,DEPT0065,PUL-002,Standard,Occupied
BED001241,H004,DEPT0065,PUL-003,Standard,Occupied
BED001242,H004,DEPT0065,PUL-004,Standard,Available
BED001243,H004,DEPT0065,PUL-005,Standard,Occupied
BED001244,H004,DEPT0065,PUL-006,Standard,Available
BED001245,H004,DEPT0065,PUL-007,Standard,Available
BED001246,H004,DEPT0065,PUL-008,Standard,Available
BED001247,H004,DEPT0065,PUL-009,Standard,Occupied
BED001248,H004,DEPT0065,PUL-010,Standard,Available
BED001249,H004,DEPT0066,NEU-001,Standard,Available
BED001250,H004,DEPT0066,NEU-002,Standard,Under Maintenance
BED001251,H004,DEPT0066,NEU-003,Standard,Available
BED001252,H004,DEPT0066,NEU-004,Standard,Occupied
BED001253,H004,DEPT0066,NEU-005,Standard,Under Maintenance
BED001254,H004,DEPT0066,NEU-006,Standard,Available
BED001255,H004,DEPT0066,NEU-007,Standard,Under Maintenance
BED001256,H004,DEPT0066,NEU-008,Standard,Available
BED001257,H004,DEPT0066,NEU-009,Standard,Available
BED001258,H004,DEPT0066,NEU-010,Standard,Available
BED001259,H004,DEPT0067,GAS-001,Standard,Occupied
BED001260,H004,DEPT0067,GAS-002,Standard,Occupied
BED001261,H004,DEPT0067,GAS-003,Standard,Occupied
BED001262,H004,DEPT0067,GAS-004,Standard,Occupied
BED001263,H004,DEPT0067,GAS-005,Standard,Available
BED001264,H004,DEPT0067,GAS-006,Standard,Available
BED001265,H004,DEPT0067,GAS-007,Standard,Occupied
BED001266,H004,DEPT0067,GAS-008,Standard,Available
BED001267,H004,DEPT0067,GAS-009,Standard,Available
BED001268,H004,DEPT0067,GAS-010,Standard,Occupied
BED001269,H004,DEPT0068,NEP-001,Standard,Available
BED001270,H004,DEPT0068,NEP-002,Standard,Available
BED001271,H004,DEPT0068,NEP-003,Standard,Available
BED001272,H004,DEPT0068,NEP-004,Standard,Available
BED001273,H004,DEPT0068,NEP-005,Standard,Occupied
BED001274,H004,DEPT0068,NEP-006,Standard,Available
BED001275,H004,DEPT0068,NEP-007,Standard,Available
BED001276,H004,DEPT0068,NEP-008,Standard,Available
BED001277,H004,DEPT0068,NEP-009,Standard,Occupied
BED001278,H004,DEPT0068,NEP-010,Standard,Occupied
BED001279,H004,DEPT0069,END-001,Standard,Available
BED001280,H004,DEPT0069,END-002,Standard,Occupied
BED001281,H004,DEPT0069,END-003,Standard,Occupied
BED001282,H004,DEPT0069,END-004,Standard,Occupied
BED001283,H004,DEPT0069,END-005,Standard,Available
BED001284,H004,DEPT0069,END-006,Standard,Occupied
BED001285,H004,DEPT0069,END-007,Standard,Occupied
BED001286,H004,DEPT0069,END-008,Standard,Occupied
BED001287,H004,DEPT0069,END-009,Standard,Occupied
BED001288,H004,DEPT0069,END-010,Standard,Occupied
BED001289,H004,DEPT0070,ORT-001,Standard,Available
BED001290,H004,DEPT0070,ORT-002,Standard,Available
BED001291,H004,DEPT0070,ORT-003,Standard,Occupied
BED001292,H004,DEPT0070,ORT-004,Standard,Occupied
BED001293,H004,DEPT0070,ORT-005,Standard,Occupied
BED001294,H004,DEPT0070,ORT-006,Standard,Under Maintenance
BED001295,H004,DEPT0070,ORT-007,Standard,Available
BED001296,H004,DEPT0070,ORT-008,Standard,Occupied
BED001297,H004,DEPT0070,ORT-009,Standard,Occupied
BED001298,H004,DEPT0070,ORT-010,Standard,Occupied
BED001299,H004,DEPT0071,GEN-001,Standard,Occupied
BED001300,H004,DEPT0071,GEN-002,Standard,Available
BED001301,H004,DEPT0071,GEN-003,Standard,Available
BED001302,H004,DEPT0071,GEN-004,Standard,Occupied
BED001303,H004,DEPT0071,GEN-005,Standard,Available
BED001304,H004,DEPT0071,GEN-006,Standard,Occupied
BED001305,H004,DEPT0071,GEN-007,Standard,Occupied
BED001306,H004,DEPT0071,GEN-008,Standard,Available
BED001307,H004,DEPT0071,GEN-009,Standard,Occupied
BED001308,H004,DEPT0071,GEN-010,Standard,Available
BED001309,H004,DEPT0072,PED-001,Standard,Available
BED001310,H004,DEPT0072,PED-002,Standard,Occupied
BED001311,H004,DEPT0072,PED-003,Standard,Occupied
BED001312,H004,DEPT0072,PED-004,Standard,Occupied
BED001313,H004,DEPT0072,PED-005,Standard,Available
BED001314,H004,DEPT0072,PED-006,Standard,Available
BED001315,H004,DEPT0072,PED-007,Standard,Occupied
BED001316,H004,DEPT0072,PED-008,Standard,Occupied
BED001317,H004,DEPT0072,PED-009,Standard,Available
BED001318,H004,DEPT0072,PED-010,Standard,Available
BED001319,H005,DEPT0074,ICU-001,ICU,Under Maintenance
BED001320,H005,DEPT0074,ICU-002,ICU,Under Maintenance
BED001321,H005,DEPT0074,ICU-003,ICU,Available
BED001322,H005,DEPT0074,ICU-004,ICU,Occupied
BED001323,H005,DEPT0074,ICU-005,ICU,Occupied
BED001324,H005,DEPT0074,ICU-006,ICU,Occupied
BED001325,H005,DEPT0074,ICU-007,ICU,Available
BED001326,H005,DEPT0074,ICU-008,ICU,Under Maintenance
BED001327,H005,DEPT0074,ICU-009,ICU,Occupied
BED001328,H005,DEPT0074,ICU-010,ICU,Occupied
BED001329,H005,DEPT0074,ICU-011,ICU,Occupied
BED001330,H005,DEPT0074,ICU-012,ICU,Occupied
BED001331,H005,DEPT0073,ER-001,Emergency,Occupied
BED001332,H005,DEPT0073,ER-002,Emergency,Occupied
BED001333,H005,DEPT0073,ER-003,Emergency,Occupied
BED001334,H005,DEPT0073,ER-004,Emergency,Occupied
BED001335,H005,DEPT0073,ER-005,Emergency,Occupied
BED001336,H005,DEPT0073,ER-006,Emergency,Available
BED001337,H005,DEPT0073,ER-007,Emergency,Occupied
BED001338,H005,DEPT0073,ER-008,Emergency,Available
BED001339,H005,DEPT0073,ER-009,Emergency,Occupied
BED001340,H005,DEPT0073,ER-010,Emergency,Available
BED001341,H005,DEPT0075,INT-001,Standard,Available
BED001342,H005,DEPT0075,INT-002,Standard,Under Maintenance
BED001343,H005,DEPT0075,INT-003,Standard,Available
BED001344,H005,DEPT0075,INT-004,Standard,Available
BED001345,H005,DEPT0076,CAR-001,Standard,Occupied
BED001346,H005,DEPT0076,CAR-002,Standard,Occupied
BED001347,H005,DEPT0076,CAR-003,Standard,Available
BED001348,H005,DEPT0076,CAR-004,Standard,Occupied
BED001349,H005,DEPT0077,PUL-001,Standard,Occupied
BED001350,H005,DEPT0077,PUL-002,Standard,Occupied
BED001351,H005,DEPT0077,PUL-003,Standard,Occupied
BED001352,H005,DEPT0077,PUL-004,Standard,Occupied
BED001353,H005,DEPT0078,NEU-001,Standard,Available
BED001354,H005,DEPT0078,NEU-002,Standard,Occupied
BED001355,H005,DEPT0078,NEU-003,Standard,Occupied
BED001356,H005,DEPT0078,NEU-004,Standard,Available
BED001357,H005,DEPT0079,GAS-001,Standard,Occupied
BED001358,H005,DEPT0079,GAS-002,Standard,Available
BED001359,H005,DEPT0079,GAS-003,Standard,Occupied
BED001360,H005,DEPT0079,GAS-004,Standard,Available
BED001361,H005,DEPT0080,NEP-001,Standard,Available
BED001362,H005,DEPT0080,NEP-002,Standard,Under Maintenance
BED001363,H005,DEPT0080,NEP-003,Standard,Available
BED001364,H005,DEPT0080,NEP-004,Standard,Under Maintenance
BED001365,H005,DEPT0081,END-001,Standard,Available
BED001366,H005,DEPT0081,END-002,Standard,Available
BED001367,H005,DEPT0081,END-003,Standard,Under Maintenance
BED001368,H005,DEPT0081,END-004,Standard,Occupied
BED001369,H005,DEPT0082,ORT-001,Standard,Available
BED001370,H005,DEPT0082,ORT-002,Standard,Available
BED001371,H005,DEPT0082,ORT-003,Standard,Occupied
BED001372,H005,DEPT0082,ORT-004,Standard,Available
BED001373,H005,DEPT0083,GEN-001,Standard,Occupied
BED001374,H005,DEPT0083,GEN-002,Standard,Available
BED001375,H005,DEPT0083,GEN-003,Standard,Occupied
BED001376,H005,DEPT0083,GEN-004,Standard,Available
BED001377,H005,DEPT0084,PED-001,Standard,Occupied
BED001378,H005,DEPT0084,PED-002,Standard,Available
BED001379,H005,DEPT0084,PED-003,Standard,Available
BED001380,H005,DEPT0084,PED-004,Standard,Available
BED001381,H005,DEPT0085,OBS-001,Standard,Available
BED001382,H005,DEPT0085,OBS-002,Standard,Available
BED001383,H005,DEPT0085,OBS-003,Standard,Occupied
BED001384,H005,DEPT0085,OBS-004,Standard,Occupied
BED001385,H005,DEPT0086,DER-001,Standard,Available
BED001386,H005,DEPT0086,DER-002,Standard,Available
BED001387,H005,DEPT0086,DER-003,Standard,Under Maintenance
BED001388,H005,DEPT0086,DER-004,Standard,Occupied
BED001389,H006,DEPT0088,ICU-001,ICU,Available
BED001390,H006,DEPT0088,ICU-002,ICU,Occupied
BED001391,H006,DEPT0088,ICU-003,ICU,Occupied
BED001392,H006,DEPT0088,ICU-004,ICU,Occupied
BED001393,H006,DEPT0088,ICU-005,ICU,Available
BED001394,H006,DEPT0088,ICU-006,ICU,Occupied
BED001395,H006,DEPT0088,ICU-007,ICU,Occupied
BED001396,H006,DEPT0088,ICU-008,ICU,Available
BED001397,H006,DEPT0088,ICU-009,ICU,Occupied
BED001398,H006,DEPT0088,ICU-010,ICU,Occupied
BED001399,H006,DEPT0088,ICU-011,ICU,Available
BED001400,H006,DEPT0088,ICU-012,ICU,Occupied
BED001401,H006,DEPT0088,ICU-013,ICU,Occupied
BED001402,H006,DEPT0088,ICU-014,ICU,Occupied
BED001403,H006,DEPT0088,ICU-015,ICU,Occupied
BED001404,H006,DEPT0088,ICU-016,ICU,Available
BED001405,H006,DEPT0088,ICU-017,ICU,Occupied
BED001406,H006,DEPT0088,ICU-018,ICU,Occupied
BED001407,H006,DEPT0088,ICU-019,ICU,Occupied
BED001408,H006,DEPT0088,ICU-020,ICU,Occupied
BED001409,H006,DEPT0088,ICU-021,ICU,Available
BED001410,H006,DEPT0088,ICU-022,ICU,Available
BED001411,H006,DEPT0088,ICU-023,ICU,Occupied
BED001412,H006,DEPT0088,ICU-024,ICU,Occupied
BED001413,H006,DEPT0088,ICU-025,ICU,Occupied
BED001414,H006,DEPT0088,ICU-026,ICU,Available
BED001415,H006,DEPT0088,ICU-027,ICU,Occupied
BED001416,H006,DEPT0088,ICU-028,ICU,Available
BED001417,H006,DEPT0088,ICU-029,ICU,Available
BED001418,H006,DEPT0088,ICU-030,ICU,Available
BED001419,H006,DEPT0088,ICU-031,ICU,Available
BED001420,H006,DEPT0088,ICU-032,ICU,Occupied
BED001421,H006,DEPT0088,ICU-033,ICU,Under Maintenance
BED001422,H006,DEPT0088,ICU-034,ICU,Available
BED001423,H006,DEPT0088,ICU-035,ICU,Occupied
BED001424,H006,DEPT0088,ICU-036,ICU,Occupied
BED001425,H006,DEPT0088,ICU-037,ICU,Occupied
BED001426,H006,DEPT0088,ICU-038,ICU,Occupied
BED001427,H006,DEPT0088,ICU-039,ICU,Occupied
BED001428,H006,DEPT0088,ICU-040,ICU,Occupied
BED001429,H006,DEPT0088,ICU-041,ICU,Available
BED001430,H006,DEPT0088,ICU-042,ICU,Available
BED001431,H006,DEPT0088,ICU-043,ICU,Occupied
BED001432,H006,DEPT0088,ICU-044,ICU,Occupied
BED001433,H006,DEPT0088,ICU-045,ICU,Occupied
BED001434,H006,DEPT0088,ICU-046,ICU,Occupied
BED001435,H006,DEPT0088,ICU-047,ICU,Available
BED001436,H006,DEPT0088,ICU-048,ICU,Occupied
BED001437,H006,DEPT0088,ICU-049,ICU,Available
BED001438,H006,DEPT0088,ICU-050,ICU,Occupied
